DateTime,AirportDistance,AltAGL,AltMSL Lag Diff,amp1,amp2,AOASimple,CAS,Coordination Index,E1 CHT Divergence,E1 CHT1,E1 CHT2,E1 CHT3,E1 CHT4,E1 EGT Divergence,E1 EGT1,E1 EGT2,E1 EGT3,E1 EGT4,E1 FFlow,E1 OilP,E1 OilT,E1 RPM,FQtyL,FQtyR,GndSpd,HAL,HCDI,HDG,HPLfd,IAS,LatAc,LOC-I Index,NAV1,NAV2,NormAc,OAT,Pitch,Roll,RunwayDistance,Stall Index,TAS,Total Fuel,TRK,volt1,volt2,VPLwas,VSpd,VSpd Calculated,VSpdG,WptBrg,WptDst
0,573.1795699,0,0.3,1.5,0.3,2.68,20.667,1.545488103,38.21,266.19,297.8,283.65,304.4,89.74,1065.82,1098.19,1051.85,1141.59,1.9,59.58,155.14,1045.3,17.89,21.22,0,1852,-0.004,37.2,10.5,0,0,0.002761272,116.2,114.3,-0.01,23.5,2.68,-0.11,500,0.178666667,0,39.11,266.8,27.9,27.8,13,0.83,0,0,-77.2,23.3
1,573.1795699,0,0.2,1.4,0.2,2.72,20.667,1.685986825,38.28,266.34,298.04,283.83,304.62,92,1066.77,1098.98,1051.79,1143.79,1.92,59.52,155.14,1046.3,17.89,21.22,0,1852,-0.004,37.2,10.5,0,0,0.003057256,116.2,114.3,0.03,23.5,2.72,-0.12,500,0.181333333,0,39.11,266.8,27.9,27.9,13,-9.43,0,0,-77.2,23.3
2,573.1795699,0,0.4,1.4,0.2,1.888675446,20.667,1.96698411,38.33,266.55,298.25,284.02,304.88,91.24,1065.91,1100.7,1052.38,1143.62,1.9,59.49,155.13,1042.6,17.89,21.22,0,1852,-0.004,37.2,10.5,0,0,0.002476663,116.2,114.3,-0.01,23.5,2.71,-0.14,500,0.125911696,0,39.11,266.8,27.9,27.8,13,-0.03,30,0,-77.2,23.3
3,573.1795699,0,0.5,1.4,0.2,1.898675446,20.667,1.264490523,38.41,266.71,298.46,284.23,305.12,88.7,1065.32,1100.24,1054.29,1142.99,1.94,59.56,155.13,1039.8,17.89,21.22,0,1852,-0.004,37.2,10.5,0,0.01,0.001600571,116.2,114.3,0,23.5,2.72,-0.09,500,0.126578363,0,39.11,266.8,27.9,27.8,13,14.83,30,0,-77.2,23.3
4,572.6116528,0,0.2,1.4,0.2,2.7,20.667,1.685986825,38.47,266.87,298.69,284.38,305.34,86.19,1064.21,1098.64,1055.19,1141.38,1.94,59.51,155.13,1038.9,17.89,21.22,0,1852,-0.004,37.2,10.5,0,0.01,0.003034776,116.2,114.3,-0.01,23.5,2.7,-0.12,500,0.18,0,39.11,266.8,27.9,27.8,12,13.62,0,0,-77.2,23.3
5,572.6116528,0,0.1,1.5,0.2,2.77,20.667,1.96698411,38.5,267.07,298.89,284.58,305.57,83.89,1062.56,1096.84,1054.83,1138.72,1.93,59.41,155.12,1036.2,17.94,21.22,0,1852,-0.004,37.2,10.5,0,0,0.003632364,116.2,114.3,0.03,23.5,2.77,-0.14,500,0.184666667,0,39.16,266.8,27.9,27.9,13,15.89,0,0,-77.2,23.3
6,572.6116528,0,0.5,1.4,0.2,2.76,20.667,3.513592469,38.58,267.24,299.12,284.75,305.82,82.97,1062.14,1096.36,1054.02,1136.99,1.95,59.5,155.12,1039,17.92,21.22,0,1852,-0.004,37.1,10.5,0,0,0.00646501,116.2,114.3,0.01,23.5,2.76,-0.14,500,0.184,0,39.14,266.8,27.9,27.9,13,8.88,0,0,-77.2,23.3
7,572.6116528,0,0.8,1.4,0.2,2.69,20.667,2.951597693,38.63,267.4,299.3,284.92,306.03,84.1,1062.41,1096.31,1052.3,1136.4,1.93,59.43,155.12,1038.8,17.94,21.22,0,1852,-0.004,37.2,10.5,0,0.01,0.005293199,116.2,114.3,-0.02,23.5,2.69,-0.1,500,0.179333333,0,39.16,266.8,27.9,27.8,13,13.68,0,0,-77.2,23.3
8,573.1795699,0,0.2,1.4,0.2,2.74,20.667,3.513592469,38.67,267.58,299.51,285.13,306.25,87.63,1063.51,1095.07,1050.88,1138.51,1.95,59.44,155.11,1033.9,17.94,21.22,0,1852,-0.004,37.1,10.5,0,0,0.006418162,116.2,114.3,0.04,23.5,2.74,-0.14,500,0.182666667,0,39.16,266.8,27.9,27.8,13,2.03,0,0,-77.2,23.3
9,573.1795699,0,-0.3,1.4,0.2,2.71,20.667,2.951597693,38.78,267.73,299.71,285.27,306.51,88.46,1063.94,1094.19,1050.59,1139.05,1.91,59.44,155.11,1039.1,17.92,21.22,0,1852,-0.004,37.2,10.5,0,0,0.005332553,116.2,114.3,0,23.5,2.71,-0.1,500,0.180666667,0,39.14,266.8,27.9,27.8,12,-6.64,0,0,-77.2,23.3
10,573.1795699,0,0.1,1.4,0.2,2.74,20.667,1.264490523,38.83,267.9,299.94,285.44,306.73,88.62,1064.35,1093.82,1050.51,1139.13,1.93,59.47,155.11,1039.5,17.92,21.22,0,1852,-0.004,37.2,10.5,0,0,0.002309803,116.2,114.3,0,23.5,2.74,-0.09,500,0.182666667,0,39.14,266.8,27.9,27.9,12,-15.43,0,0,-77.2,23.3
11,573.1795699,0,0,1.4,0.2,2.74,20.667,1.404989335,38.85,268.07,300.12,285.61,306.92,89.24,1063.99,1093.52,1050.63,1139.87,1.92,59.57,155.11,1037.8,17.94,21.22,0,1852,-0.004,37.2,10.5,0,0,0.002566447,116.2,114.3,0.02,23.5,2.74,-0.1,500,0.182666667,0,39.16,266.8,27.9,27.9,13,-4.58,0,0,-77.2,23.3
12,573.1795699,0,0,1.4,0.2,2.72,20.667,1.685986825,38.93,268.22,300.35,285.8,307.15,86.29,1062.52,1092.45,1051.34,1137.63,1.91,59.52,155.1,1043.1,17.94,21.19,0,1852,-0.004,37.2,10.5,0,0,0.003057256,116.2,114.3,0,23.8,2.72,-0.12,500,0.181333333,0,39.13,266.8,27.9,27.8,13,-0.15,0,0,-77.2,23.3
13,573.1795699,0,-0.1,1.4,0.2,2.72,20.667,3.373876089,39,268.36,300.52,285.97,307.36,83.26,1061.08,1093.03,1051.77,1135.03,1.91,59.53,155.1,1041,17.94,21.19,0,1852,-0.004,37.1,10.5,0,0,0.006117962,116.2,114.3,0,23.8,2.72,-0.13,500,0.181333333,0,39.13,266.8,27.9,27.9,13,1.44,0,0,-77.2,23.3
14,573.1795699,0,0.4,1.4,0.2,1.898675446,20.667,3.373876089,39.04,268.54,300.76,286.12,307.58,79.87,1062.37,1093.25,1053.14,1133.01,1.92,59.42,155.09,1038.2,17.94,21.19,0,1852,-0.004,37.2,10.5,0,0.01,0.004270597,116.2,114.3,-0.02,23.8,2.72,-0.13,500,0.126578363,0,39.13,266.8,27.9,27.9,13,0.06,30,0,-77.2,23.3
15,573.1795699,0,0.4,1.5,0.3,1.938675446,20.667,1.826485495,39.09,268.54,300.94,286.32,307.8,79.53,1062.41,1093.44,1054.02,1133.55,1.9,59.46,155.09,1036.1,17.94,21.22,0,1852,-0.004,37.2,10.5,0,0,0.002360642,116.2,114.3,-0.01,23.8,2.76,-0.13,500,0.12924503,0,39.16,266.8,27.9,27.9,12,21.92,30,0,-77.2,23.3
16,573.1795699,0,0.5,1.4,0.2,1.948675446,20.667,3.794589514,39.14,268.87,301.15,286.5,308.01,78.43,1061.91,1092.62,1054.82,1133.25,1.89,59.38,155.08,1033.5,17.92,21.22,0,1852,-0.004,37.1,10,0,0,0.004929616,116.2,114.3,0.02,23.5,2.77,-0.16,500,0.129911696,0,39.14,266.8,27.9,27.9,12,20.17,30,0,-77.2,23.3
17,573.1795699,0,0.5,1.4,0.2,1.918675446,20.667,3.654091023,39.23,269.01,301.34,286.66,308.24,78.68,1062.43,1092.43,1054.85,1133.53,1.95,59.32,155.08,1034.2,17.92,21.22,0,1852,-0.004,37.2,10.5,0,0.01,0.00467401,116.2,114.3,-0.02,23.5,2.74,-0.15,500,0.127911696,0,39.14,266.8,27.9,27.9,13,30.31,30,0,-77.2,23.3
18,573.1795699,0,0.6,1.4,0.2,2.76,20.667,2.107482664,39.26,269.18,301.5,286.81,308.44,78.54,1062.61,1093.61,1053.91,1132.45,1.94,59.35,155.08,1030.7,17.94,21.27,0,1852,-0.004,37.2,10.5,0,0,0.003877768,116.2,114.3,0,23.5,2.76,-0.15,500,0.184,0,39.21,266.8,27.9,27.9,13,20.35,0,0,-77.2,23.3
19,572.6116528,0,1.1,1.4,0.2,2.72,20.667,2.528977926,39.35,269.32,301.73,287.02,308.67,79.83,1062.69,1095.61,1052.68,1132.51,1.92,59.33,155.07,1029.3,17.94,21.22,0,1852,-0.004,37.2,10.5,0,0,0.00458588,116.2,114.3,-0.01,23.5,2.72,-0.18,500,0.181333333,0,39.16,266.8,27.9,27.9,13,18.41,0,0,-77.2,23.3
20,573.1795699,0,0.3,1.4,0.2,2.72,20.667,2.247981155,39.4,269.45,301.91,287.18,308.85,78.87,1061.89,1095.44,1052.38,1131.25,1.94,59.31,155.07,1031.2,17.94,21.19,0,1852,-0.004,37.2,10.5,0,0.01,0.004076339,116.2,114.3,0,23.5,2.72,-0.16,500,0.181333333,0,39.13,266.8,27.9,27.9,13,-2.9,0,0,-77.2,23.3
21,573.1795699,0,0.1,1.3,0.2,2.7,20.667,2.107482664,39.46,269.59,302.12,287.34,309.05,79.26,1060.81,1093.99,1051.14,1130.4,1.94,59.32,155.07,1032.8,17.94,21.19,0,1852,-0.004,37.2,10.5,0,0,0.003793469,116.2,114.3,-0.01,23.5,2.7,-0.15,500,0.18,0,39.13,266.8,27.9,27.9,12,-0.35,0,0,-77.2,23.3
22,573.1795699,0,0,1.4,0.2,2.69,20.667,2.669476198,39.46,269.79,302.33,287.51,309.25,80.07,1061.59,1092.92,1050.05,1130.12,1.99,59.37,155.06,1029.8,17.94,21.19,0,1852,-0.004,37.2,10.5,0,0,0.004787261,116.2,114.3,-0.02,23.5,2.69,-0.19,500,0.179333333,0,39.13,266.8,27.9,27.9,12,-5.62,0,0,-77.2,23.3
23,573.1795699,0,-0.1,1.4,0.2,26.1940826,20.667,2.528977926,39.53,269.94,302.46,287.67,309.47,79.5,1061.94,1093.17,1049.83,1129.33,2.02,59.09,155.06,1022.6,17.92,21.22,0,1852,-0.004,37.2,10.5,0,0.01,0.025289779,116.2,114.3,0.02,23.5,2.71,-0.18,500,1,0,39.14,266.8,27.9,27.9,12,0.01,-834,0,-77.2,23.3
24,573.1795699,0,-0.3,1.3,0.2,71.39631203,20.667,1.685986825,39.57,270.1,302.7,287.87,309.67,76.88,1060.33,1093.39,1048.75,1125.63,2,59.27,155.06,1023.2,17.92,21.22,0,1852,-0.004,37.2,10.5,0,0,0.016859868,116.2,114.3,-0.02,23.5,2.69,-0.12,500,1,0,39.14,266.8,27.9,27.9,13,4.68,-1950,0,-77.2,23.3
25,573.1795699,0,-0.4,1.3,0.2,35.91055182,20.667,1.96698411,39.62,270.26,302.87,288.02,309.88,76.18,1060.17,1094.13,1048.54,1124.72,2.04,59.16,155.06,1019,17.92,21.22,0,1852,-0.004,37.2,10.5,0,-0.01,0.019669841,116.2,114.3,0,23.5,2.71,-0.14,500,1,0,39.14,266.8,27.9,27.9,13,1.76,-1146,0,-77.2,23.3
26,573.1795699,0,-0.4,1.4,0.2,3.591324554,20.667,2.528977926,39.69,270.5,303.2,288.28,310.19,76.01,1060.81,1094.57,1049.4,1125.41,2.05,59.12,155.05,1018.8,17.92,21.19,0,1852,-0.004,37.2,10.5,0,0.01,0.00605492,116.2,114.3,0.01,23.5,2.77,-0.18,500,0.239421637,0,39.11,266.8,27.9,27.9,13,-20.04,-30,0,-77.2,23.3
27,573.1795699,0,-0.2,1.4,0.2,3.541324554,20.667,1.826485495,39.89,270.81,303.64,288.69,310.7,81.7,1060.16,1093.43,1046.47,1128.17,1.98,59.3,155.04,1032,17.89,21.19,0,1852,-0.004,37.2,10.5,0,0,0.004312119,116.2,114.3,0,23.5,2.72,-0.13,500,0.236088304,0,39.08,266.8,27.9,27.9,12,24.58,-30,0,-77.2,23.3
28,573.1795699,0,0.3,1.3,0.2,3.541324554,20.667,2.528977926,39.92,271.09,303.93,288.95,311.01,83.08,1060.83,1093.69,1045.82,1128.9,1.99,59.32,155.04,1029.1,17.84,21.19,0,1852,-0.004,37.2,10.5,0,0.01,0.005970621,116.2,114.3,0,23.5,2.72,-0.18,500,0.236088304,0,39.03,266.8,27.9,27.9,13,-4.5,-30,0,-77.2,23.3
29,573.1795699,0,0.6,1.3,0.2,1.898675446,20.667,3.653313898,39.94,271.24,304.17,289.16,311.18,83.79,1060.02,1093.07,1046.39,1130.18,2.01,59.29,155.04,1028.4,17.81,21.22,0,1852,-0.004,37.3,10.5,0,0.01,0.004624305,116.2,114.3,0,23.5,2.72,-0.15,500,0.126578363,0,39.03,266.8,27.9,27.9,13,-0.87,30,0,-77.2,23.3
30,573.1795699,0,0.6,1.3,0.2,2.7,20.667,4.07480916,39.95,271.32,304.23,289.21,311.27,82.58,1058.99,1091.8,1047.69,1130.27,2.01,59.25,155.04,1030.5,17.84,21.22,0,1852,-0.004,37.2,10.5,0,0,0.007334656,116.2,114.3,-0.01,23.5,2.7,-0.18,500,0.18,0,39.06,266.8,27.9,27.9,13,0.38,0,0,-77.2,23.3
31,573.1795699,0,0.7,1.3,0.2,2.71,20.667,3.372316729,40,271.45,304.4,289.36,311.45,82.09,1059.64,1090.51,1048.08,1130.17,2.07,59.28,155.04,1024.9,17.84,21.22,0,1852,-0.004,37.3,10.5,0,0,0.006092652,116.2,114.3,0.01,23.5,2.71,-0.13,500,0.180666667,0,39.06,266.8,27.9,27.9,12,1.46,0,0,-77.2,23.3
32,573.1795699,0,0.3,1.3,0.2,3.521324554,20.667,2.107482664,40.01,270.94,303.93,288.86,310.95,82.12,1060.11,1089.79,1048.18,1130.3,2.04,59.3,155.03,1028.2,17.84,21.27,0,1852,-0.004,37.3,10.5,0,0,0.00494742,116.2,114.3,-0.04,23.5,2.7,-0.15,500,0.23475497,0,39.11,266.8,27.9,27.9,12,3.01,-30,0,-77.2,23.3
33,573.1795699,0,0.4,1.3,0.2,3.531324554,20.667,2.107482664,40.08,271,304.03,288.9,311.08,81.64,1059.68,1090.1,1048.66,1130.3,2.06,59.27,155.03,1031.2,17.84,21.27,0,1852,-0.004,37.3,10.5,0,0.01,0.00496147,116.2,114.3,0,23.5,2.71,-0.15,500,0.235421637,0,39.11,266.8,27.9,27.9,12,-22.73,-30,0,-77.2,23.3
34,573.1795699,0,0.3,1.3,0.2,1.898675446,20.667,2.669476198,40.13,271.01,304.1,288.98,311.14,79.26,1059.02,1089.46,1050.08,1129.34,2.07,59.32,155.03,1028.6,17.89,21.27,0,1852,-0.004,37.3,10.5,0,-0.01,0.003378979,116.2,114.3,0.02,23.5,2.72,-0.19,500,0.126578363,0,39.16,266.8,27.9,27.9,13,-15.16,30,0,-77.2,23.3
35,573.1795699,0,0.3,1.3,0.2,2.7,20.667,3.091319337,40.2,271.25,304.39,289.22,311.45,78.77,1059.78,1089.04,1050.87,1129.64,2.11,59.26,155.03,1026.5,17.84,21.27,0,1852,-0.004,37.4,10.5,0,0.01,0.005564375,116.2,114.3,-0.02,23.5,2.7,-0.11,500,0.18,0,39.11,266.8,27.9,27.9,13,-1.33,0,0,-77.2,23.3
36,573.1795699,0,-0.2,1.3,0.2,4.362817941,20.667,3.653313898,40.24,271.4,304.62,289.39,311.64,78.33,1061.75,1088.87,1052.06,1130.39,2.03,59.19,155.03,1026.8,17.84,21.27,0,1852,-0.004,37.3,10.5,0,0,0.010625829,116.2,114.3,0.02,23.5,2.72,-0.15,500,0.290854529,0,39.11,266.8,27.9,27.9,13,-5.99,-60,3.9,-77.2,23.3
37,573.1795699,0,-0.5,1.3,0.2,2.67,20.667,2.107482664,40.31,271.54,304.8,289.54,311.85,77.76,1063.25,1088.48,1054.62,1132.38,2.12,59.31,155.03,1027.7,17.84,21.27,0,1852,-0.004,37.3,10.5,0,0,0.003751319,116.2,114.3,-0.02,23.5,2.67,-0.15,500,0.178,0,39.11,266.8,27.9,27.9,12,-21.89,0,0,-77.2,23.3
38,573.1795699,0,-0.3,1.3,0.2,1.067182059,20.667,1.96698411,40.36,271.68,304.96,289.71,312.04,77.52,1063.13,1088.22,1055.93,1133.45,2.13,59.29,155.03,1030.4,17.81,21.32,0,1852,-0.004,37.3,10.5,0,0,0.00139942,116.2,114.3,0,23.5,2.71,-0.14,500,0.071145471,0,39.13,266.8,27.9,27.9,12,-5.07,60,0,-77.2,23.3
39,573.1795699,0,-0.4,1.2,0.2,2.71,20.667,3.372316729,40.37,271.84,305.15,289.84,312.21,75.83,1064.33,1088.05,1056.34,1132.17,2.12,59.37,155.03,1035.9,17.76,21.37,0,1852,-0.004,37.4,10.5,0,0.01,0.006092652,116.2,114.3,0.01,23.5,2.71,-0.13,500,0.180666667,0,39.13,266.8,27.9,27.9,12,14.22,0,0,-77.2,23.3
40,573.1795699,0,-0.3,1.2,0.2,4.332817941,20.667,3.512815343,40.43,271.96,305.36,290,312.39,76.12,1066.32,1088.27,1055.04,1131.16,2.06,59.5,155.03,1039.5,17.81,21.32,0,1852,-0.004,37.3,10.5,0,0,0.010146926,116.2,114.3,-0.02,23.5,2.69,-0.14,500,0.288854529,0,39.13,266.8,27.9,27.9,13,0.69,-60,0,-77.2,23.3
41,573.1795699,0,-0.2,1.3,0.2,2.71,20.667,1.826485495,40.47,272.14,305.51,290.14,312.61,75.06,1066.31,1088.59,1054.51,1129.57,2.05,59.48,155.03,1039.2,17.76,21.37,0,1852,-0.004,37.3,10.5,0,-0.01,0.00329985,116.2,114.3,0.03,23.5,2.71,-0.13,500,0.180666667,0,39.13,266.8,27.9,27.9,13,-17.73,0,0,-77.2,23.3
42,573.1795699,0,0.1,1.3,0.2,1.848675446,20.667,2.950820568,40.52,272.25,305.69,290.28,312.77,74.79,1066.32,1088.79,1054.38,1129.17,2.07,59.39,155.03,1036.3,17.81,21.37,0,1852,-0.004,37.4,10.5,0,0,0.00363674,116.2,114.3,-0.01,23.5,2.67,-0.1,500,0.12324503,0,39.18,266.8,27.9,27.9,13,-5.4,30,0,-77.2,23.3
43,573.1795699,0,0,1.2,0.2,2.69,20.667,1.96698411,40.57,272.41,305.91,290.47,312.98,77.18,1066.33,1088.73,1053.69,1130.87,2.05,59.36,155.03,1032.9,17.84,21.37,0,1852,-0.004,37.4,10.5,0,0.01,0.003527458,116.2,114.3,-0.02,23.5,2.69,-0.14,500,0.179333333,0,39.21,266.8,27.9,27.9,12,1.93,0,0,-77.2,23.3
44,573.1795699,0,-0.4,1.2,0.2,2.69,20.667,1.826485495,40.57,272.57,306.07,290.62,313.14,80.46,1065.62,1089.05,1052.85,1133.31,2.09,59.33,155.03,1029.4,17.84,21.42,0,1852,-0.004,37.4,10.5,0,0,0.003275497,116.2,114.3,-0.01,23.5,2.69,-0.13,500,0.179333333,0,39.26,266.8,27.9,27.9,12,0.14,0,0,-77.2,23.3
45,573.1795699,0,-0.4,1.3,0.2,1.928675446,20.667,1.685986825,40.63,272.68,306.27,290.78,313.31,84.88,1066.14,1090.21,1052.72,1137.6,2.1,59.4,155.03,1032.9,17.84,21.37,0,1852,-0.004,37.4,10.5,0,0.01,0.002167814,116.2,114.3,0.02,23.5,2.75,-0.12,500,0.128578363,0,39.21,266.8,27.9,27.9,12,0,30,0,-77.2,23.3
46,573.1795699,0,-0.4,1.3,0.2,2.7,20.667,1.685986825,40.66,272.85,306.45,290.94,313.51,90.54,1066.08,1091.3,1053.23,1143.77,2.15,59.25,155.03,1030.9,17.84,21.37,0,1852,-0.004,37.4,10.5,0,0.01,0.003034776,116.2,114.3,-0.03,23.5,2.7,-0.12,500,0.18,0,39.21,266.8,27.9,27.9,12,13.05,0,0,-77.2,23.3
47,573.1795699,0,-0.1,1.2,0.2,3.531324554,20.667,3.372316729,40.74,272.98,306.61,291.06,313.72,97.28,1066.23,1092.55,1052.18,1149.46,2.14,59.46,155.03,1032.8,17.81,21.37,0,1852,-0.004,37.3,10.5,0,0.01,0.007939163,116.2,114.3,0,23.5,2.71,-0.13,500,0.235421637,0,39.18,266.8,27.9,27.9,13,5.17,-30,0,-77.2,23.3
48,573.1795699,0,-0.7,1.2,0.2,3.501324554,20.667,3.231818059,40.79,273.1,306.79,291.21,313.89,98.47,1068.21,1093.12,1052.46,1150.93,2.09,59.49,155.03,1039,17.84,21.32,0,1852,-0.004,37.4,10.5,0,0,0.007543763,116.2,114.3,-0.02,23.5,2.68,-0.12,500,0.233421637,0,39.16,266.8,27.9,27.9,13,-11.18,-30,0,-77.2,23.3
49,573.1795699,0,-0.9,1.2,0.2,3.561324554,20.667,1.404989335,40.84,273.26,306.99,291.35,314.1,97.22,1069.82,1093.24,1052.48,1149.7,2.06,59.4,155.04,1039.4,17.81,21.32,0,1852,-0.004,37.4,10.5,0,0,0.003335749,116.2,114.3,-0.01,23.5,2.74,-0.1,500,0.237421637,0,39.13,266.8,27.9,27.9,12,-15.8,-30,0,-77.2,23.3
50,573.1795699,0,-1.1,1.2,0.2,2.71,20.667,1.545488103,40.86,273.39,307.13,291.56,314.25,95.93,1071.81,1092.85,1053.04,1148.97,2.11,59.5,155.04,1040.6,17.81,21.32,0,1852,-0.004,37.4,15.5,0,0,0.002792182,116.2,114.3,0.01,23.5,2.71,-0.11,500,0.180666667,0,39.13,266.8,27.9,27.9,14,-8.92,0,0,-77.2,23.3
51,572.2457028,4,4.9,1.2,0.2,2.74,20.667,1.404989335,40.9,273.52,307.29,291.64,314.42,92.65,1071.76,1092.78,1055.08,1147.73,1.96,59.5,155.04,1040.6,17.81,21.32,0,1852,-0.003,37.4,14,0,0,0.002566447,116.2,114.3,0.01,23.5,2.74,-0.1,500,0.182666667,0,39.13,266.8,27.9,27.9,14,-15.51,0,0,-77.2,23.3
52,571.9383342,13,13.7,1.3,0.2,2.69,20.667,1.264490523,40.95,273.65,307.47,291.84,314.6,91.31,1071.65,1095.19,1055.69,1147,2.02,59.58,155.04,1045,17.76,21.27,0,1852,-0.003,37.4,11,0,0,0.002267653,116.2,114.3,0,23.5,2.69,-0.09,500,0.179333333,0,39.03,266.8,27.9,27.9,14,-12.37,0,0,-77.2,23.3
53,572.2630582,15,15.9,1.2,0.2,3.491324554,20.667,1.685986825,41.03,273.77,307.64,291.94,314.8,89.04,1073.49,1096.41,1056.27,1145.31,2.03,59.54,155.04,1043.4,17.81,21.27,0,1852,-0.003,37.4,10.5,0,0,0.003924218,116.2,114.3,0.01,23.5,2.67,-0.12,500,0.23275497,0,39.08,266.8,27.9,27.9,14,-0.83,-30,0,-77.2,23.3
54,573.1795699,0,-0.2,1.3,0.2,3.431324554,20.667,0.561995973,41.02,273.94,307.82,292.11,314.96,88.58,1075.1,1096.99,1055.93,1144.51,1.99,59.48,155.04,1043,17.81,21.27,0,1852,-0.004,37.4,16,0,0.01,0.001285594,116.2,114.3,-0.02,23.5,2.61,-0.04,500,0.22875497,0,39.08,266.8,27.9,27.9,14,-11.42,-30,0,-77.2,23.3
55,573.1795699,0,-0.1,1.3,0.2,2.6,20.667,1.264490523,41.07,274.06,307.97,292.25,315.13,88.01,1074.14,1097.14,1055.78,1143.79,2.04,59.51,155.04,1042.7,17.81,21.27,0,1852,-0.004,37.4,16,0,0.01,0.002191784,116.2,114.3,-0.01,23.5,2.6,-0.09,500,0.173333333,0,39.08,266.8,27.9,27.9,14,-19.27,0,0,-77.2,23.3
56,573.1795699,0,-0.6,1.2,0.2,2.65,20.667,1.123991673,41.13,274.21,308.14,292.4,315.34,87.36,1073.33,1096.74,1055.65,1143.01,2.02,59.54,155.04,1042.1,17.81,21.32,0,1852,-0.004,37.4,16,0,-0.01,0.001985719,116.2,114.3,0,23.5,2.65,-0.08,500,0.176666667,0,39.13,266.8,27.9,27.9,14,-16.15,0,0,-77.2,23.3
57,573.1795699,0,-0.5,1.2,0.2,1.848675446,20.667,0.702494935,41.15,274.36,308.32,292.55,315.51,86.83,1073.06,1096.71,1055.36,1142.19,2.03,59.39,155.04,1037.4,17.81,21.27,0,1852,-0.004,37.4,16,0,0,8.66E-04,116.2,114.3,-0.01,23.5,2.67,-0.05,500,0.12324503,0,39.08,266.8,27.9,27.9,14,-1.86,30,0,-77.2,23.3
58,573.1795699,0,-0.2,1.2,0.2,1.027182059,20.667,1.545488103,41.21,274.48,308.49,292.69,315.69,87.11,1072.61,1097.22,1055.56,1142.67,2.16,59.37,155.05,1035.1,17.81,21.27,0,1852,-0.004,37.4,16.5,0,0,0.001058332,116.2,114.3,0,23.5,2.67,-0.11,500,0.068478804,0,39.08,266.8,27.9,27.9,14,11.96,60,0,-77.2,23.3
59,573.1795699,0,0.1,1.2,0.2,1.858675446,20.667,1.545488103,41.28,274.6,308.64,292.83,315.88,88.33,1072.27,1097.95,1054.14,1142.47,2.06,59.37,155.05,1036.8,17.81,21.22,0,1852,-0.004,37.4,16.5,0,0,0.001915041,116.2,114.3,0.03,23.5,2.68,-0.11,500,0.123911696,0,39.03,266.8,27.9,27.9,14,30.44,30,0,-77.2,23.3
60,572.6116528,0,-0.1,1.2,0.2,2.71,20.667,1.545488103,41.28,274.76,308.78,292.96,316.04,89.05,1071.84,1097.5,1053.3,1142.35,2.17,59.5,155.05,1037.4,17.81,21.22,0,1852,-0.004,37.4,16,0,0.01,0.002792182,116.2,114.3,0.02,23.5,2.71,-0.11,500,0.180666667,0,39.03,266.8,27.9,27.9,14,32.73,0,0,-77.2,23.3
61,573.1795699,0,-6.8,1.2,0.2,3.481324554,20.667,1.404989335,41.32,274.87,308.94,293.09,316.19,89.58,1070.08,1097.32,1052.91,1142.49,2.04,59.52,155.06,1040.4,17.84,21.22,0,1852,-0.004,37.4,16,0,-0.01,0.003260816,116.2,114.3,-0.03,23.5,2.66,-0.1,500,0.232088304,0,39.06,266.8,27.9,27.9,14,14.19,-30,0,-77.2,23.3
62,573.1795699,0,-15,1.1,0.2,3.491324554,20.667,2.248326168,41.39,274.99,309.09,293.22,316.38,88.65,1071.6,1096.6,1052.81,1141.46,2.03,59.5,155.06,1043.4,17.81,21.22,0,1852,-0.004,37.5,16,0,0.01,0.005233091,116.2,114.3,0.01,23.5,2.67,-0.05,500,0.23275497,0,39.03,266.8,27.9,27.9,14,-11.32,-30,0,-77.2,23.3
63,573.1795699,0,-17,1.2,0.2,2.64,20.667,0.983492789,41.41,275.14,309.23,293.33,316.55,89.39,1071.01,1098.06,1051.7,1141.09,1.98,59.4,155.06,1043.6,17.81,21.22,0,1852,-0.004,37.5,16,0,0.02,0.001730947,116.2,114.3,-0.02,23.5,2.64,-0.07,500,0.176,0,39.03,266.8,27.9,27.9,14,-15.83,0,0,-77.2,23.3
64,573.1795699,0,-0.6,1.2,0.2,2.68,20.667,2.810321757,41.46,275.26,309.41,293.51,316.72,89.48,1070.95,1099.04,1052.63,1142.11,2.13,59.5,155.06,1042,17.81,21.27,0,1852,-0.004,37.4,16,0,0,0.005021108,116.2,114.3,0.02,23.5,2.68,-0.09,500,0.178666667,0,39.08,266.8,27.9,27.9,14,-16,0,0,-77.2,23.3
65,573.1795699,0,-0.6,1.2,0.2,3.511324554,20.667,0.702494935,41.48,275.39,309.58,293.61,316.87,88.94,1071.46,1098.34,1053.77,1142.71,2.07,59.57,155.07,1047,17.76,21.22,0,1852,-0.004,37.4,16.5,0,0.01,0.001644458,116.2,114.3,0.03,23.5,2.69,-0.05,500,0.234088304,0,38.98,266.8,27.9,27.9,14,-12.03,-30,0,-77.2,23.3
