DateTime,AirportDistance,AltAGL,AltMSL Lag Diff,amp1,amp2,AOASimple,CAS,Coordination Index,E1 CHT Divergence,E1 CHT1,E1 CHT2,E1 CHT3,E1 CHT4,E1 EGT Divergence,E1 EGT1,E1 EGT2,E1 EGT3,E1 EGT4,E1 FFlow,E1 OilP,E1 OilT,E1 RPM,FQtyL,FQtyR,GndSpd,HAL,HCDI,HDG,HPLfd,IAS,LatAc,LOC-I Index,NAV1,NAV2,NormAc,OAT,Pitch,Roll,RunwayDistance,Stall Index,TAS,Total Fuel,TRK,volt1,volt2,VPLwas,VSpd,VSpd Calculated,VSpdG,WptBrg,WptDst
1061,5169.085516,318,121.7,1,0.1,1.988735176,80.16,83.90887232,9.14,305.93,310.18,302.97,301.04,64.68,1247.79,1290.53,1225.85,1243.44,15.64,72.27,163.64,2432.7,17.28,20.49,74.66,1852,0.517,132.6,19,80.16,0.01,0.111248351,116.2,114.3,0.02,22,7.29,-1.29,500,0.132582345,83,37.77,133.8,28,28,16,583.55,750,637.8,-75.9,23.9
1062,5297.376501,327,122.2,1,0.1,3.388609845,79.18,100,9.27,306.56,310.85,303.58,301.58,64.74,1247.77,1290.26,1225.52,1244.2,15.69,71.86,163.63,2427.1,17.36,20.39,74.93,1852,0.528,131.7,19,79.18,-0.02,0.225907323,116.2,114.3,0.04,22,7.68,-5.64,500,0.225907323,82,37.75,133,28,28,16,647.89,600,586.6,-75.9,23.9
1063,5421.255379,338,122,1,0,5.556920164,80.81,41.70410267,9.35,307.21,311.49,304.17,302.14,63.97,1248.22,1289.87,1225.9,1244.96,15.64,72.38,163.63,2432.6,17.39,20.19,75.01,1852,0.538,131.6,19,80.81,-0.01,0.154497579,116.2,114.3,0.1,22,9.13,-2.54,500,0.370461344,84,37.58,131.7,28,28,16,634.77,510,657.5,-75.9,23.9
1064,5547.482866,352,123.7,1,0,4.963645036,80.32,1.783259964,9.41,307.85,312.12,304.79,302.71,65.73,1248.6,1291.73,1226,1245.64,15.79,72.94,163.62,2429.3,17.36,20.24,74.64,1852,0.548,131.8,19.5,80.32,0,0.00590098,116.2,114.3,-0.01,22,9.83,0.98,500,0.330909669,83,37.6,130.9,28,28,16,584.41,690,822.8,-75.8,23.9
1065,5669.237319,365,127.1,1,0.1,3.053934281,80.07,1.539606043,9.52,308.48,312.77,305.34,303.25,67.29,1248.42,1292.74,1225.45,1245.83,15.73,72.66,163.61,2424.7,17.36,20.24,74.06,1852,0.557,132,19.5,80.07,0.01,0.00313457,116.2,114.3,0,22,9.64,0.96,500,0.203595619,83,37.6,131.1,28,28,16,641.35,930,905.5,-75.8,23.9
1066,5793.321661,379,127.8,0.9,0,2.836768345,79.69,5.945482765,9.59,309.08,313.4,305.95,303.81,66.47,1249.21,1292.03,1225.56,1245.82,15.82,71.52,163.6,2430.9,17.31,20.29,73.59,1852,0.567,132.1,19.5,79.69,0.01,0.011243972,116.2,114.3,-0.03,22,9.24,0,500,0.18911789,83,37.6,131.3,28,28,16,768.15,900,901.6,-75.8,24
1067,5915.166696,394,130.7,0.9,0.1,4.024969438,79.21,12.37255589,9.66,309.71,314.01,306.5,304.35,66.17,1249.25,1291.6,1225.43,1246.06,15.74,72.23,163.59,2432.4,17.23,20.34,73.28,1852,0.577,132,19,79.21,0.01,0.03319944,116.2,114.3,-0.01,22,9.39,-0.46,500,0.268331296,82,37.57,131.3,28,28,16,813.65,750,858.3,-75.8,24
1068,6038.240413,409,134.9,0.9,0,3.719123295,78.64,28.13259107,9.74,310.33,314.65,307.11,304.91,65.96,1247.84,1290.91,1224.95,1246.55,15.7,71.93,163.59,2424.8,17.15,20.39,72.97,1852,0.586,131.7,19,78.64,0,0.069752383,116.2,114.3,-0.04,21.8,9.34,-0.75,500,0.247941553,82,37.54,131.2,28,28,16,807.58,780,850.4,-75.8,24
1069,6159.133009,426,130,1,0,3.255180233,79.03,19.08771731,9.88,310.95,315.28,307.64,305.4,64.93,1246.42,1289.65,1224.72,1246.22,15.73,72.44,163.58,2427.5,17.15,20.39,72.66,1852,0.596,131.4,19,79.03,0,0.04142264,116.2,114.3,-0.03,21.8,9.28,-0.1,500,0.217012016,82,37.54,131.1,28,28,16,814.63,840,826.8,-75.7,24
1070,6281.167022,439,130.9,0.9,0.1,4.118363806,79.26,40.65605268,9.91,311.53,315.9,308.18,305.99,63.85,1245.97,1289.28,1225.43,1245.25,15.68,71.68,163.58,2429.9,17.1,20.44,72.37,1852,0.606,130.9,19.5,79.26,0,0.111624277,116.2,114.3,-0.06,21.8,9.48,-0.79,500,0.274557587,82,37.54,131.1,28,28,16,821.67,750,783.5,-75.7,24
1071,6399.897259,451,133.2,0.9,0.1,3.638384198,77.53,32.00281622,10,312.14,316.51,308.74,306.51,63.01,1245.79,1288.9,1225.89,1244.62,15.57,72.45,163.58,2424.1,17.1,20.49,72.1,1852,0.615,130.4,19.5,77.53,-0.01,0.077625694,116.2,114.3,-0.03,21.8,9.34,-0.22,500,0.242558947,80,37.59,131,28,28,16,778.98,780,732.3,-75.7,24
1072,10000,464,136.3,0.9,0,3.625472179,78.23,31.8988804,10.1,312.73,317.14,309.31,307.04,63.7,1246.26,1288.84,1225.14,1244.49,15.7,71.05,163.57,2418.5,17.05,20.59,71.84,1852,0.624,130.6,19,78.23,0,0.077099002,116.2,114.3,-0.02,21.8,8.84,-1.44,500,0.241698145,81,37.64,130.6,28,28,16,787.92,720,728.3,-75.7,24.1
1073,10000,474,136,0.9,0,4.332554016,77.64,40.23688802,10.18,313.29,317.73,309.82,307.55,64.16,1246.48,1289.26,1225.1,1244.54,15.62,71.81,163.57,2417.8,17.1,20.56,71.8,1852,0.633,130.4,18.5,77.64,0,0.116218994,116.2,114.3,-0.08,21.8,8.49,-2.04,500,0.288836934,81,37.66,130.2,28,28,16,735.53,570,689,-75.6,24.1
1074,10000,484,131.8,0.9,0.1,3.555741445,75.95,46.39900511,10.29,313.89,318.34,310.36,308.05,64.07,1246.7,1288.71,1224.64,1244.6,15.66,72.04,163.57,2412.2,17.1,20.56,71.98,1852,0.642,130,19,75.95,0.02,0.109988577,116.2,114.3,-0.02,21.8,8.03,-1.69,500,0.23704943,79,37.66,129.7,28,28,16,684.28,600,610.2,-75.6,24.1
1075,10000,494,126.3,0.9,0,2.962524048,76.29,85.82545026,10.33,314.49,318.92,310.88,308.59,63.6,1247.56,1287.85,1224.25,1244.41,15.59,71.71,163.57,2415.2,17.05,20.59,72.31,1852,0.651,129.2,19,76.29,-0.04,0.16950664,116.2,114.3,-0.06,21.8,7.64,-2.87,500,0.197501603,79,37.64,129.2,28,28,16,611.87,630,602.4,-75.6,24.1
1076,10000,504,121.4,0.9,0.1,3.869711222,78.11,29.48440306,10.4,315.83,320.28,312.21,309.88,65.01,1247.84,1288.32,1223.31,1244.25,15.61,71.81,163.57,2413.4,17.1,20.56,72.56,1852,0.66,129.6,19,78.11,0,0.076064084,116.2,114.3,0,21.8,8.22,-0.44,500,0.257980748,81,37.66,128.5,28,28,16,655.89,600,614.2,-75.6,24.1
1077,10000,518,120.6,0.9,0,4.507014502,78.2,2.532439206,10.54,315.68,320.22,312.06,309.68,65.7,1246.69,1287.43,1221.73,1242.82,15.58,72.08,163.57,2422.4,17.1,20.49,72.68,1852,0.668,129.4,20,78.2,-0.01,0.00760916,116.2,114.3,0.05,21.8,9.07,0.65,500,0.300467633,81,37.59,128.2,28,28,16,596.24,630,677.2,-75.6,24.2
1078,10000,532,119.8,0.9,0,4.845445694,78.42,1.467946021,10.6,316.2,320.69,312.45,310.09,66.28,1246.46,1286.73,1220.45,1242.78,15.65,72.19,163.57,2419.9,17.1,20.49,72.45,1852,0.678,129.8,19.5,78.42,0.03,0.004741902,116.2,114.3,0.06,21.5,9.83,1.56,500,0.323029713,81,37.59,128.4,28,28,16,620.09,690,775.6,-75.5,24.2
1079,10000,545,119,0.8,0.1,3.400256315,77.42,30.12062217,10.66,316.73,321.24,312.98,310.58,66.95,1246.34,1287.08,1220.13,1242.42,15.7,72.03,163.57,2421.5,17.05,20.49,72.08,1852,0.686,130.3,19,77.42,0,0.068278557,116.2,114.3,-0.08,21.5,9.11,-0.09,500,0.226683754,80,37.54,128.7,28,28,16,627.35,780,885.8,-75.5,24.2
1080,10000,560,121.2,0.8,0.1,3.838822357,78.16,100,10.74,317.26,321.82,313.52,311.08,66.49,1245.39,1287.06,1220.57,1242.5,15.52,71.5,163.56,2419.6,17.02,20.49,71.88,1852,0.695,131.5,19.5,78.16,0.02,0.25592149,116.2,114.3,-0.05,21.5,8.84,-3.67,500,0.25592149,81,37.51,128.5,28,28,16,741.01,690,826.8,-75.5,24.2
1081,10000,572,121,0.8,0.1,5.489340951,77.85,100,10.82,317.86,322.38,313.98,311.56,64.32,1245.17,1286.35,1222.03,1242.96,15.77,71.44,163.57,2423.8,17.02,20.44,71.77,1852,0.703,131.8,19.5,77.85,0.05,0.365956063,116.2,114.3,-0.01,21.5,8.98,-6.48,500,0.365956063,81,37.46,127.9,28,28,16,689.99,480,767.7,-75.5,24.2
1082,10000,584,120.7,0.8,0,5.186668975,77.15,100,10.87,319.17,323.73,315.25,312.86,63.61,1246.36,1287.32,1223.71,1243.41,15.66,71.48,163.58,2424.5,16.89,20.56,71.69,1852,0.711,130.4,19.5,77.15,0.05,0.345777932,116.2,114.3,-0.01,21.5,9.15,-11.09,500,0.345777932,80,37.45,126.7,28,28,16,598.64,540,744.1,-75.5,24.2
1083,10000,596,121.7,0.8,0.1,4.704177721,77.14,100,10.99,319.82,324.39,315.86,313.4,63.66,1246.54,1287.71,1224.05,1242.66,15.68,70.98,163.59,2423.3,16.84,20.69,71.65,1852,0.719,128,20,77.14,0.06,0.313611848,116.2,114.3,0,21.5,9.33,-16.12,500,0.313611848,80,37.53,124.4,28,28,16,574.12,630,732.3,-75.4,24.3
1084,10000,609,125,0.8,0.1,3.026320724,76.76,100,11.08,319.61,324.23,315.62,313.15,62.6,1246.33,1286.72,1224.12,1241.07,15.45,71.99,163.61,2424.4,16.65,20.84,71.8,1852,0.726,123.8,19.5,76.76,0.06,0.201754715,116.2,114.3,0,21.5,9.23,-21.84,500,0.201754715,80,37.49,120.1,28,28,16,570.92,840,696.8,-75.4,24.3
1085,10000,623,129.6,0.8,0.1,-0.66795391,76.91,100,11.29,320.55,325.21,316.43,313.92,60.14,1246.87,1285.07,1224.93,1240.93,15.66,71.7,163.66,2427.3,16.33,21.14,72.97,1852,0.733,112.7,18.5,76.91,0.05,0.044530261,116.2,114.3,-0.06,21.5,7.08,-30.57,500,0.044530261,80,37.47,110.4,28,28,16,562.79,1050,496.1,-75.4,24.3
1086,10000,627,126.1,0.8,0,1.585201416,78.98,100,11.3,321.06,325.69,316.87,314.39,59.65,1247.1,1284.76,1225.11,1240.94,15.42,71.93,163.7,2423.8,16.1,21.27,74.02,1852,0.733,100.9,21,78.98,-0.04,0.105680094,116.2,114.3,0.32,21.5,7.83,-30.83,500,0.105680094,82,37.37,103.3,28,28,17,701.98,870,401.6,-75.4,24.3
1087,10000,636,121.5,0.8,0,3.97575191,79.87,100,11.38,321.57,326.21,317.31,314.83,59.46,1248.26,1284.55,1225.09,1240.9,15.69,71.94,163.74,2417.2,16.23,21.22,75.17,1852,0.73,94.5,20.5,79.87,0.01,0.265050127,116.2,114.3,0.16,21.5,8.23,-29.55,500,0.265050127,83,37.45,94.2,28,28,16,755.86,600,547.2,-75.4,24.4
1088,10000,646,117.5,0.8,0.1,3.54047039,80.23,100,11.44,322.91,327.5,318.55,316.06,60.19,1250.59,1285.91,1225.72,1241.44,15.67,71.68,163.78,2424.6,16.23,21.22,76.26,1852,0.724,86.7,20.5,80.23,0,0.236031359,116.2,114.3,0.15,21.2,8.2,-28.86,500,0.236031359,83,37.45,85.8,28,28,17,684.62,660,606.3,-75.4,24.4
1089,10000,659,117.6,0.8,0.1,-0.165747078,80.63,100,11.59,323.46,328.18,319.17,316.59,61.43,1250.9,1286.68,1225.25,1241.97,15.53,72.16,163.83,2429.7,16.33,21.19,77.38,1852,0.713,78.4,20,80.63,-0.01,0.011049805,116.2,114.3,0.15,21.2,7.86,-30,500,0.011049805,84,37.52,77.2,28,28,16,680.13,1140,657.5,-75.5,24.4
1090,10000,683,125.4,0.8,0,-1.306795938,80.92,100,11.7,324.37,329.07,319.89,317.37,62.72,1248.85,1287.3,1224.58,1243.71,15.7,72.17,163.94,2428,16.33,21.09,80.22,1852,0.688,62.3,19.5,80.92,-0.02,0.087119729,116.2,114.3,0.11,21.2,6.69,-29,500,0.087119729,84,37.42,61.4,28,28,16,735.57,1140,629.9,-75.5,24.4
1091,10000,693,124.2,0.8,0,3.674856823,81.3,100,11.8,324.15,328.9,319.65,317.1,62.75,1247.78,1286.71,1223.96,1243.5,15.56,72.51,164.01,2427.6,16.39,21.14,81.89,1852,0.67,55.5,19.5,81.3,-0.04,0.244990455,116.2,114.3,0.08,21.2,6.39,-29.58,500,0.244990455,85,37.53,53.5,28,28,16,758.49,390,574.8,-75.6,24.5
1092,10000,702,120.2,0.7,0,9.577588148,80.35,100,11.8,325.39,330.06,320.75,318.26,63.1,1248.35,1287.68,1224.58,1243.81,15.46,71.68,164.08,2431.1,16.49,20.94,83.64,1852,0.65,53,20,80.35,0.05,0.638505877,116.2,114.3,0.11,21.2,8.31,-27.59,500,0.638505877,84,37.43,46.5,28,28,16,581.93,-180,480.3,-75.6,24.5
1093,10000,710,116.9,0.8,0,6.20445042,79.35,100,11.92,325.95,330.66,321.27,318.74,64.42,1248.81,1288.63,1224.21,1243.2,15.53,72.42,164.16,2434.5,16.28,20.99,85.24,1852,0.63,49.1,20,79.35,0.07,0.413630028,116.2,114.3,0.04,21.2,8.13,-21.76,500,0.413630028,83,37.27,40.7,28,28,16,212.11,270,503.9,-75.7,24.5
1094,10000,719,112.5,0.7,0,-2.476466817,80.57,100,11.99,326.4,331.14,321.69,319.15,63.59,1249.32,1288.81,1225.22,1242.67,15.66,71.81,164.24,2439.5,16.1,21.19,86.64,1852,0.607,43,19.5,80.57,0,0.165097788,116.2,114.3,-0.08,21.2,5.13,-17.93,500,0.165097788,84,37.29,36.4,28,28,16,250.11,1080,480.3,-75.7,24.5
1095,10000,722,101.7,0.7,0,-3.210319983,82.77,100,12.12,326.09,330.86,321.34,318.74,63.15,1249.21,1288.35,1225.2,1242.48,15.49,71.35,164.31,2444.3,16.1,21.22,88.19,1852,0.584,38.3,19,82.77,-0.03,0.214021332,116.2,114.3,-0.07,21.2,3.16,-14.67,500,0.214021332,86,37.32,33,28,28,16,631.63,930,275.6,-75.8,24.5
1096,10000,719,95.4,0.7,0.1,-1.691373632,84.35,100,12.14,327.27,331.99,322.4,319.85,63.23,1250.04,1290.22,1226.99,1242.92,15.43,72.06,164.38,2452.2,16.17,21.19,90.02,1852,0.56,35,19.5,84.35,-0.04,0.112758242,116.2,114.3,-0.11,21.2,1.53,-4.92,500,0.112758242,88,37.36,30.2,28,28,16,727.71,480,43.3,-75.8,24.5
1097,10000,715,81.7,0.7,0.1,-0.347669044,86.2,100,12.29,327.81,332.63,322.93,320.34,63.35,1250.52,1291.32,1227.97,1243.66,15.47,71.6,164.47,2461.6,16.33,21.19,91.9,1852,0.534,32.7,20,86.2,-0.06,0.023177936,116.2,114.3,-0.11,21.2,0.44,-2.22,500,0.023177936,90,37.52,28.7,28,28,16,642.95,120,-157.5,-75.9,24.5
1098,10000,709,65.5,0.8,0,1.730119091,88.31,12.50390857,12.3,328.27,333.05,323.31,320.75,63.13,1251.03,1291.93,1228.8,1244.3,15.45,71.84,164.53,2470,16.54,20.99,93.89,1852,0.51,32.7,20,88.31,-0.02,0.014422167,116.2,114.3,-0.03,21.2,0,0.89,500,0.115341273,92,37.53,27.9,28,28,16,409.16,-270,-354.3,-75.9,24.5
1099,10000,702,45.1,0.8,0,2.629134023,90.35,7.855645599,12.37,328.75,333.5,323.74,321.13,62.45,1251.61,1292.49,1230.04,1244.59,15.63,71.8,164.6,2484,16.76,20.89,95.95,1852,0.485,32.8,20.5,90.35,-0.04,0.01376903,116.2,114.3,-0.01,21.2,-0.19,-0.08,500,0.175275602,94,37.65,27.6,28,28,16,88.08,-450,-405.5,-76,24.5
1100,10000,695,15.2,0.7,0,3.767630529,92.03,44.56688212,12.43,328.42,333.17,323.33,320.74,61.57,1251.51,1292.5,1230.93,1244.82,15.67,70.94,164.66,2494.5,16.94,20.59,97.93,1852,0.459,33.2,20,92.03,-0.01,0.11194103,116.2,114.3,0.15,21.2,1,-1.22,500,0.251175369,96,37.53,27.3,28,28,16,-163.17,-450,-385.8,-76.1,24.5
1101,10000,692,2,0.7,0.1,2.779522222,93.48,87.35003757,12.48,329.56,334.29,324.39,321.81,61.34,1253.06,1294.57,1233.23,1247.34,15.79,72.15,164.73,2504.7,17.05,20.49,99.72,1852,0.433,32.2,19.5,93.48,-0.03,0.161860914,116.2,114.3,0.08,21.2,1.69,-1.26,500,0.185301481,97,37.54,26.9,28,28,16,-344.85,-180,-181.1,-76.1,24.5
1102,10000,693,-5.7,0.7,0,1.954062864,94.73,95.51400161,12.56,330.06,334.81,324.85,322.25,60.91,1254.46,1296.34,1235.43,1249.69,15.83,72.36,164.79,2517.9,17.2,20.29,101.02,1852,0.404,31,19.5,94.73,-0.03,0.124426909,116.2,114.3,0.11,21.2,2.85,-0.77,500,0.130270858,99,37.49,26.4,28,28,16,-267.84,150,11.8,-76.2,24.5
1103,10000,697,-10.3,0.7,0,2.330331252,95.93,31.34929389,12.63,330.52,335.27,325.27,322.64,60.69,1256.44,1298.42,1237.73,1252.14,15.85,72.15,164.87,2522,17.39,20.09,101.89,1852,0.376,30.4,19.5,95.93,-0.04,0.048702826,116.2,114.3,0.11,21,4.1,0.82,500,0.155355417,100,37.48,25.9,28,28,16,-70.06,300,220.5,-76.3,24.5
1104,10000,704,-11.8,0.8,0.1,1.650767039,96.59,48.25140874,12.64,330.96,335.67,325.6,323.03,61.39,1257.61,1300.15,1238.76,1254.54,15.71,72.64,164.92,2531.3,17.57,19.7,102.26,1852,0.349,31.1,20,96.59,-0.01,0.053101223,116.2,114.3,-0.04,21,3.76,0.15,500,0.110051136,101,37.27,25.7,28,28,16,101.59,360,421.3,-76.3,24.6
1105,10000,711,-7.7,0.7,0.1,3.230993003,97.09,100,12.71,331.4,336.09,325.95,323.38,63.08,1258.92,1302.13,1239.05,1256.03,15.87,72.31,164.98,2536.5,17.76,19.44,102.55,1852,0.321,31.5,20,97.09,0.01,0.215399534,116.2,114.3,0.05,21,4.28,-5.1,500,0.215399534,101,37.2,25.3,28,28,16,238,180,456.7,-76.4,24.6
1106,10000,717,1.7,0.7,0.1,3.293302246,96.29,100,12.76,331.81,336.52,326.34,323.76,63.26,1259.85,1303.57,1240.31,1257.38,15.71,72.17,165.03,2535.1,17.68,19.44,102.87,1852,0.293,30.3,20,96.29,0.02,0.219553483,116.2,114.3,0.05,21,4.88,-9.66,500,0.219553483,100,37.12,24.3,28,28,16,198.31,270,559.1,-76.4,24.6
1107,10000,727,16,0.7,0,1.631126262,96.26,100,12.83,332.22,336.94,326.67,324.11,63.72,1261,1305.29,1241.57,1258.97,15.89,72.66,165.08,2536.6,17.73,19.44,103.2,1852,0.265,27.6,19.5,96.26,0.01,0.108741751,116.2,114.3,0.02,21,5.16,-13.41,500,0.108741751,100,37.17,22.6,28,28,16,263.9,600,649.6,-76.5,24.6
1108,10000,738,33.8,0.7,0,2.940547994,96.33,100,12.88,332.65,337.34,327.05,324.46,62.8,1261.31,1306.13,1243.33,1259.81,15.94,72.15,165.12,2531.1,17.65,19.49,103.45,1852,0.236,24.1,18.5,96.33,0.01,0.196036533,116.2,114.3,0.16,21.2,6.82,-16.9,500,0.196036533,100,37.14,19.9,28,28,20,424.31,660,763.8,-76.6,24.6
1109,10000,752,57.9,0.7,0,3.848206874,95.63,100,12.92,333.07,337.74,327.36,324.82,62.1,1261.16,1306.71,1244.61,1260.03,15.75,72.29,165.17,2537,17.63,19.49,103.47,1852,0.209,20.3,16,95.63,0.01,0.256547125,116.2,114.3,0.2,21.2,8.29,-19.81,500,0.256547125,100,37.12,16.5,28,28,18,529.7,750,960.6,-76.6,24.6
1110,10000,771,83.5,0.7,0.1,2.273451949,94.55,100,12.98,333.48,338.12,327.72,325.14,62.47,1262.12,1307.18,1244.71,1260.22,15.72,72.14,165.21,2528.8,17.57,19.54,103.14,1852,0.179,15.9,17.5,94.55,0.01,0.151563463,116.2,114.3,0.06,21.2,8.75,-22.13,500,0.151563463,99,37.11,12.3,28,28,17,647.96,1080,1157.5,-76.7,24.6
1111,10000,794,105.6,0.7,0,0.189787471,93.98,100,13.08,333.86,338.56,328.07,325.48,62.81,1262.91,1307.5,1244.69,1259.98,15.85,72.39,165.25,2523.2,17.47,19.54,102.87,1852,0.151,11.1,18,93.98,-0.01,0.012652498,116.2,114.3,0.02,21.2,7.98,-22.92,500,0.012652498,98,37.01,8.1,28,28,17,864.9,1290,1165.4,-76.8,24.6
1112,10000,811,122.2,0.7,0,0.778835804,93.62,100,13.07,334.27,338.89,328.43,325.82,62.98,1263.8,1307.15,1244.17,1259.22,15.81,72.44,165.28,2517.3,17.42,19.7,102.83,1852,0.122,6.5,18.5,93.62,0,0.051922387,116.2,114.3,0,21.2,7.32,-24.47,500,0.051922387,98,37.12,3.8,28,28,20,1069.35,1080,1059.1,-76.8,24.6
1113,10000,835,137.9,0.7,0.1,0.220812548,92.74,100,13.08,334.65,339.25,328.73,326.17,62.71,1264.11,1307.13,1244.42,1259.29,15.56,72.59,165.31,2512.9,17.55,19.6,103.12,1852,0.095,2.2,15.5,92.74,0.01,0.014720837,116.2,114.3,-0.1,21.2,5.72,-25.13,500,0.014720837,97,37.15,359.4,28,28,18,1075.66,900,901.6,-76.9,24.6
1114,10000,842,141.7,0.6,0,-1.021567509,92.67,100,13.2,335.02,339.68,329.12,326.48,62.53,1264.09,1306.71,1244.18,1259.28,15.65,70.79,165.32,2512.2,17.63,19.44,103.84,1852,0.066,357.4,17,92.67,0,0.068104501,116.2,114.3,-0.04,21.2,3.93,-25.74,500,0.068104501,97,37.07,355,28,28,16,1019.48,810,610.2,-77,24.5
1115,10000,844,139.9,0.7,0,1.560028176,93.66,100,13.19,335.73,340.34,329.69,327.15,62.59,1261.53,1305.03,1242.44,1259,13.33,71.5,165.35,2494.9,17.63,19.44,106.4,1852,0.014,347.4,18,93.66,-0.01,0.104001878,116.2,114.3,0.2,21.2,3.01,-25.36,500,0.104001878,98,37.07,347,28,28,16,650.39,240,70.9,-77.1,24.5
1116,10000,846,132.4,0.7,0,2.728540073,93.54,100,13.25,336.1,340.69,330.01,327.44,61.28,1263.67,1306.15,1244.87,1261.01,12.81,71.59,165.37,2453.3,17.5,19.44,107.71,1852,-0.011,342.7,18.5,93.54,0.01,0.181902672,116.2,114.3,0.07,21.2,2.91,-25.19,500,0.181902672,98,36.94,342,28,28,16,285.17,30,153.5,-77.2,24.5
1117,10000,846,122.2,0.7,0.1,0.437437505,94.18,100,13.27,336.44,341.02,330.32,327.75,60.31,1270.71,1312.02,1251.71,1266.4,11.04,70.62,165.39,2405,17.31,19.65,108.72,1852,-0.037,337.6,18.5,94.18,0,0.0291625,116.2,114.3,0.03,21.2,2.24,-24.18,500,0.0291625,98,36.96,337.4,28,28,20,185.38,300,126,-77.2,24.5
1118,10000,847,111.4,0.7,0.1,1.113589686,94.68,100,13.32,336.78,341.35,330.65,328.03,57.62,1277.96,1317.03,1259.41,1272.08,9.94,70.59,165.39,2334.4,17.23,19.75,109.44,1852,-0.061,333.2,16,94.68,0.01,0.074239312,116.2,114.3,0.05,21.2,2.01,-22.86,500,0.074239312,99,36.98,333,28,28,17,205.65,150,43.3,-77.3,24.5
1119,10000,846,93.8,0.7,0,2.398571651,94.55,100,13.35,337.1,341.67,330.89,328.32,55.68,1281.05,1318.74,1263.06,1275.1,9.42,69.79,165.39,2258.6,17.15,19.86,109.92,1852,-0.082,329.2,17,94.55,0.01,0.159904777,116.2,114.3,0.02,21.2,1.86,-21.15,500,0.159904777,99,37.01,329.1,28,28,17,158.94,-90,-15.7,-77.3,24.5
1120,10000,845,73.8,0.7,0,2.692242145,93.91,100,13.34,337.43,341.94,331.14,328.6,53.98,1280.96,1317.64,1263.66,1275.16,9.51,69.89,165.38,2233.6,17.15,19.93,110.17,1852,-0.103,325.2,17.5,93.91,0.01,0.17948281,116.2,114.3,0.05,21.2,2.15,-19.6,500,0.17948281,98,37.08,325.4,28,28,16,30.93,-90,-39.4,-77.4,24.4
1121,10000,845,54,0.7,0.1,1.489161449,94.08,100,13.36,337.72,342.23,331.43,328.87,51.88,1279.57,1315.93,1264.05,1274.61,9.13,69.29,165.36,2226.1,17.13,20.04,110.39,1852,-0.123,321.4,18,94.08,0,0.09927743,116.2,114.3,0.03,21.2,1.85,-17.95,500,0.09927743,98,37.17,321.9,28,28,16,-12.56,60,-27.6,-77.4,24.4
1122,10000,840,35.2,0.7,0,1.15,94.08,100,13.32,337.97,342.47,331.64,329.15,50.77,1276.94,1312.89,1262.12,1272.83,7.79,68.09,165.34,2112.7,17.05,20.09,110.37,1852,-0.14,318.4,19,94.08,0.01,0.076666667,116.2,114.3,-0.03,21.2,1.15,-15.88,500,0.076666667,98,37.14,318.9,28,28,16,19.18,0,-70.9,-77.5,24.4
1123,10000,837,12.7,0.6,0,2.665786568,93.7,100,13.3,338.22,342.7,331.86,329.4,50.33,1273.27,1307.75,1257.42,1268.93,7.79,68.18,165.32,2061.1,16.94,20.24,110.16,1852,-0.157,315.7,18.5,93.7,0.01,0.177719105,116.2,114.3,0.1,21.2,1.76,-12.9,500,0.177719105,98,37.18,316.3,28,28,16,1.2,-150,-141.7,-77.5,24.4
1124,10000,837,1.7,0.6,0.1,1.81781945,93.17,100,13.3,338.45,342.9,332.03,329.6,50.26,1269.9,1302.75,1252.49,1264.29,7.76,68,165.29,2061.1,16.89,20.34,109.92,1852,-0.174,312.8,18.5,93.17,-0.02,0.121187963,116.2,114.3,0.04,21.2,2,-7.8,500,0.121187963,97,37.23,313.9,28,28,16,-93.29,30,-51.2,-77.5,24.3
1125,10000,840,-3.9,0.6,0,0.070594331,93.49,100,13.21,338.62,343.05,332.15,329.84,50.64,1266.06,1299.14,1248.5,1261.75,7.83,68.25,165.26,2063,17.02,20.39,109.53,1852,-0.188,311.2,18.5,93.49,-0.02,0.004706289,116.2,114.3,-0.08,21.2,1.16,-4.12,500,0.004706289,98,37.41,312.4,28,28,16,-5.4,180,-3.9,-77.6,24.3
1126,10000,839,-7.2,0.6,0.1,0.491985223,93.27,29.56657569,13.17,338.77,343.19,332.26,330.02,51.33,1261.84,1297,1245.67,1259.93,7.76,67.91,165.24,2062.6,17.1,20.29,109.24,1852,-0.202,311.1,18.5,93.27,-0.01,0.009697546,116.2,114.3,-0.16,21.2,0.31,-1.61,500,0.032799015,97,37.39,311.6,28,28,16,71.51,-30,-90.6,-77.6,24.3
1127,10000,838,-10.6,0.6,0.1,2.111718363,93.19,7.142630903,13.06,338.86,343.22,332.35,330.16,52.18,1258.42,1295.87,1243.69,1258.32,7.78,68.19,165.23,2061.2,17.15,20.29,109.14,1852,-0.217,311.3,19,93.19,-0.01,0.010055483,116.2,114.3,-0.03,21.2,0.29,0.48,500,0.140781224,97,37.44,311.3,28,28,16,16.09,-300,-224.4,-77.6,24.2
