DateTime,AirportDistance,AltAGL,AltMSL Lag Diff,amp1,amp2,AOASimple,CAS,Coordination Index,E1 CHT Divergence,E1 CHT1,E1 CHT2,E1 CHT3,E1 CHT4,E1 EGT Divergence,E1 EGT1,E1 EGT2,E1 EGT3,E1 EGT4,E1 FFlow,E1 OilP,E1 OilT,E1 RPM,FQtyL,FQtyR,GndSpd,HAL,HDG,HPLfd,IAS,LatAc,LOC-I Index,NAV1,NAV2,NormAc,OAT,Pitch,Roll,RunwayDistance,Stall Index,TAS,Total Fuel,TRK,volt1,volt2,VPLwas,VSpd,VSpd Calculated,VSpdG
12421,10000,5379,3.4,0,0,1.019269188,103.1,23.37688939,44.57,334.7,337.44,343.14,379.27,5.17,1327.18,1330.13,1324.96,1326.35,9.87,64.67,191.03,2533.9,12.02,11.77,116.96,3704,121.6,14,103.1,0.01,0.015884895,110.3,110.3,0.01,17,0.69,-0.04,500,0.067951279,117,23.79,127.2,28.2,28.1,18,15.64,-60,-31.5
29,644.3001957,13,-0.4,7.7,1,3.26,20.667,0.280998004,14.99,263.56,258.55,273.54,269.2,21.26,1112.17,1130.68,1133.43,1123.34,2.71,48.4,174,1181,14.93,19.37,0,3704,122.5,11,0,0.01,0.000611,109.2,110.1,0.02,30.5,3.26,0.02,500,0.217333333,0,34.3,279.7,27.9,27.9,14,1.86,0,0
7942,10000,4345,0.3,0.1,0,1.55,102.42,15.54353219,44.39,340.37,340.09,350.25,384.48,11.04,1351.53,1354.87,1348.47,1343.83,9.98,63.74,190.36,2526.4,17.87,18.06,113.17,3704,322.3,13,102.42,0,0.01606165,110.3,110.3,0,16.8,1.55,-0.03,500,0.103333333,115,35.93,322.2,28.2,28.1,14,12.92,0,-7.9
15138,1945.815307,2,0.2,0.7,0.1,2.707182059,20.667,100,5.64,312.04,306.4,308.56,309.89,37.8,1050.43,1064.94,1031.68,1069.48,1.68,56.28,160.21,885.1,18.15,20.69,7.78,1852,196.5,16,0,-0.07,0.180478804,116.2,114.3,0.1,23.8,4.35,-0.44,43.43619188,0.180478804,0,38.84,205.5,28,28,15,-9.59,60,3.9
16757,6006.493357,389,126.6,1,0.1,3.853183768,77.11,18.42192568,12.27,304.57,312.29,303.46,300.02,65.71,1247.05,1289.26,1223.55,1244.01,15.76,72.47,162.01,2409.7,17.36,16.73,74.21,1852,132.6,16.5,77.11,-0.04,0.047322043,116.2,114.3,0.03,21.8,8.26,2.54,500,0.256878918,80,34.09,132.6,28,28,16,580.85,600,582.7
344,635.6451164,11,0.5,2.1,-0.1,1.97,20.667,3.09097051,22.75,346.75,341.3,364.05,359.13,108.08,998.08,936.48,1025.79,1044.56,1.55,41.81,180.71,810.1,15.29,19.29,0,3704,298.5,13.5,0,-0.02,0.004059475,109.2,110.1,0.01,30.8,1.97,0.22,500,0.131333333,0,34.58,300.1,26.8,26.8,14,-2.24,0,0
3539,10000,901,-56.6,1.8,0,2.647163759,76.11,24.05458149,26.71,311.55,284.84,300.22,310.44,43.84,1196.24,1178.89,1222.73,1192.54,4.57,53.33,179.12,1649.8,12.45,14.62,79.6,1852,212.6,11.5,76.11,0.03,0.042450944,109.2,110.1,0,27.8,-0.03,-0.49,500,0.176477584,80,27.07,216.9,28.1,28.1,15,-299.81,-360,-322.8
9677,2960.406875,325,135.7,0,0,4.172762968,72.06,100,72.68,324.02,345.42,305.03,377.71,6.23,1287.98,1288.73,1294.21,1290.73,15.36,64.57,180.5,2460.2,14.93,15.43,72.27,3704,239,11,72.06,0.01,0.278184198,110.3,110.3,0.02,31.5,11.02,-1.14,58.05186416,0.278184198,76,30.36,234,28.2,28.1,14,785.63,870,842.5
16743,4043.434545,223,98.4,1.1,0.1,4.63551614,76.23,11.24128938,10.67,292.95,301.25,293.03,290.58,66.21,1244.74,1287.59,1221.38,1240.29,15.7,73,162.23,2410.9,16.7,17.49,71.69,1852,134,16,76.23,-0.01,0.034739452,116.2,114.3,-0.08,22,8.87,2.42,500,0.309034409,79,34.19,133.8,28,27.9,16,788.94,570,649.6
15571,10000,695,15.2,0.7,0,3.767630529,92.03,44.56688212,12.43,328.42,333.17,323.33,320.74,61.57,1251.51,1292.5,1230.93,1244.82,15.67,70.94,164.66,2494.5,16.94,20.59,97.93,1852,33.2,20,92.03,-0.01,0.11194103,116.2,114.3,0.15,21.2,1,-1.22,500,0.251175369,96,37.53,27.3,28,28,16,-163.17,-450,-385.8
4365,2736.753875,11,-0.8,2.7,0,4.581324554,20.667,2.950472495,58.05,300.59,315.36,281.13,339.18,101.14,1052.89,1075.05,973.91,1055.57,2.72,54.58,135.9,1013,23.49,24,0,3704,128,25,0,0,0.009011381,110.1,109.4,-0.02,33.8,3.76,-0.21,500,0.305421637,0,47.49,129,28,27.9,18,-1.55,-30,0
9581,2786.434032,0,0.5,0,0,2.4,20.667,8.429786214,88.12,272.03,315.31,255.33,343.45,184.61,995.73,1119.02,934.41,1082.07,1.52,48.15,181.48,811.2,16.55,14.87,0,3704,10.3,11.5,0,0.01,0.013487658,110.3,110.3,-0.03,33.5,2.4,0.6,500,0.16,0,31.42,11.3,28,27.9,14,-13.05,0,0
3791,938.8923048,0,0.6,-9.3,0,2.43,20.667,6.041400493,28.75,294.24,272.52,301.27,294.08,128.65,760.78,672.15,800.8,774.11,0,-0.2,174.02,0,12.82,12.72,0,1852,251.2,10.5,0,-0.01,0.009787069,109.2,110.1,0,31.2,2.43,0.43,500,0.162,0,25.54,250.5,25.1,25.1,14,13.6,0,0
15478,608.2031872,0,-0.4,14.4,0.2,-3.288766066,20.667,9.835513026,4.93,280.67,284.43,279.5,281.33,166.91,810.57,973.88,820.56,977.48,13.24,70,163.51,1537.8,18.61,21.47,7.44,1852,131.8,19,0,0.01,0.021564468,116.2,114.3,-0.01,23,2.47,0.81,6.218425951,0.219251071,0,40.08,132.3,27.8,27.8,16,23.68,210,0
14419,917.5381878,0,-0.5,0,0,2.22,20.667,7.711294142,65.4,249.92,273.9,233.84,299.24,235.42,1002.8,1020.27,784.85,1018.54,1.84,50.13,171.61,887.4,10.58,8.21,3.11,40,258,9,0,0,0.011412715,110.3,110.3,0.06,29.8,2.22,0.45,500,0.148,0,18.79,259,28.1,28,18,0.09,0,0
15751,2157.497591,44,-40.9,0.5,0.1,0.32247021,64.774,14.80944716,3.54,277.2,278.5,274.96,276.38,45.77,1185.83,1211.56,1165.79,1180.7,6.9,67.37,164.65,1796,17.63,20.09,60.74,1852,132,18.5,63.01,0.01,0.003183737,116.2,114.3,-0.02,22.2,-1.25,-0.71,500,0.021498014,65,37.72,132.5,28,28,16,-377.82,-180,-255.9
16077,868.0431508,107,83.8,0.6,0,3.403392004,62.968,36.02126222,4.56,275.23,277.47,272.91,273.52,57.15,1197.88,1235.88,1178.73,1191.18,15.83,72.98,163.18,2374.2,17.5,19.02,59.01,1852,131,17,60.43,-0.02,0.081729651,116.2,114.3,-0.02,22,6.1,-2.23,0.14919374,0.2268928,62,36.52,132.7,28,28,16,373.29,300,413.4
17755,10000,161,-65.6,0.4,0,-0.384296797,65.558,16.43853265,7.74,262.88,268.98,261.24,266.62,25.35,1121.05,1136.36,1111.01,1126.21,6.72,67.85,160.17,1795.6,14.98,17.76,68.38,1852,355.9,18,64.13,-0.02,0.004211517,116.2,114.3,-0.01,20.8,-1.42,1.61,500,0.025619786,66,32.74,355.8,28.1,28.1,17,-462.41,-120,-322.8
15136,1945.419313,2,0.4,0.7,0.1,5.072817941,20.667,55.1230635,5.35,311.97,306.62,308.64,310.05,43.26,1056.53,1077.42,1040.3,1083.56,1.62,56.44,160.19,882,17.89,20.94,7.76,1852,216,16,0,-0.08,0.18641951,116.2,114.3,-0.06,23.8,3.43,0.7,69.09890345,0.338187863,0,38.83,220.4,28.1,28.1,15,-13.38,-60,3.9
14877,1574.910276,2,1.2,1.1,0.2,3.81,20.667,1.542056222,32.23,292.76,318.4,305.57,324.99,70.15,923.16,983.69,913.54,974.68,2.07,55.45,159,790.9,17.92,21.04,10.69,1852,312.5,15.5,0,-0.03,0.003916823,116.2,114.3,-0.02,23.8,3.81,0.44,500,0.254,0,38.96,312.6,27.9,27.9,14,4.47,0,3.9
9605,2812.193824,1,0.5,0,0,2.9,20.667,0.908294259,89.28,276.83,317.87,257.45,346.73,38.24,1121.56,1159.8,1151.8,1153.98,2.4,52.87,181.02,1148.4,17.74,12.97,8.53,3704,323,11,0,-0.02,0.001756036,110.3,110.3,-0.07,33.2,2.9,0.94,500,0.193333333,0,30.71,322,28.1,28,14,2.81,0,7.9
4046,826.3576102,0,2,5.8,0.3,2.368675446,20.667,100,54.43,216.21,232.21,191.76,246.19,83.79,1135.88,1084.72,1052.09,1067.84,2.95,58.4,114.36,1093.2,23.18,23.96,6.41,3704,152.6,189.5,0,0.05,0.157911696,110.1,109.4,-0.01,33.8,3.19,0.48,500,0.157911696,0,47.14,145.3,28.1,27.9,46,16,30,3.9
3582,7814.176046,510,-96.9,1.9,0,3.506484736,73.26,46.98520328,27.86,302.31,274.45,293,295.52,42.14,1193.26,1177.86,1220,1190.63,4.37,53.25,177.43,1613.8,11.97,14.64,77.13,1852,209.8,11,73.26,0.02,0.109835265,109.2,110.1,0.01,28.2,-0.9,-0.99,500,0.233765649,77,26.61,216.8,28.1,28.1,15,-539.59,-570,-578.7
15409,10000,216,-76.5,0.5,0.1,0.707406845,62.016,100,5.2,291.06,292.44,287.24,291.6,23.89,1149.64,1166.73,1142.84,1163.61,7.97,68.79,165.8,1892.5,17.57,21.82,57.15,1852,131.6,18.5,59.07,-0.01,0.047160456,116.2,114.3,-0.09,22,0.16,-1.92,500,0.047160456,61,39.39,131,28,28,16,-496.48,-60,-287.4
9545,2784.764396,0,-0.2,0,0,1.648675446,20.667,7.867819,85.16,265.58,311.36,253.22,338.38,182.75,1020.49,1108.65,925.9,1074.09,1.49,47.77,181.77,802.6,16.63,15.02,0,3704,10.3,11,0,-0.01,0.008647653,110.3,110.3,0,34.2,2.47,0.56,500,0.109911696,0,31.65,11.3,28.1,27.9,14,6.09,30,0
14232,10000,780,-144.7,0,-0.1,0.344418934,82.02,87.36227686,30.6,265.63,266.28,269.73,296.23,412.63,1033,1195.62,782.99,1183.44,1.98,52.68,171.01,1200.4,10.53,10.58,83.31,40,214.3,8.5,82.02,-0.01,0.020059482,110.3,110.3,0.09,26.8,-5.46,-4.03,500,0.022961262,86,21.11,219.5,28.2,28,18,-986.85,-840,-893.7
14829,671.7944286,1,0.4,1.4,0.1,3.72,20.667,5.61991454,34.29,292.46,320.76,307.61,326.75,81.17,969.45,1017.56,946.02,1027.19,1.8,55.99,157.89,820.1,18.38,20.56,12.52,1852,310.9,15,0,-0.01,0.013937388,116.2,114.3,0.01,23.5,3.72,0.4,500,0.248,0,38.94,310.5,28,28,14,0.05,0,0
17989,1449.950405,0,-0.1,1.1,0,4.33,20.667,5.055854929,19,266.32,285.32,272.82,284.66,51.51,1031.48,1072.55,1027.26,1078.77,2.4,57.05,159.88,911.7,14.35,16.57,10.5,1852,356.1,18,0,-0.01,0.014594568,116.2,114.3,0.02,23,4.33,-0.03,500,0.288666667,0,30.92,356.3,28.1,28.1,17,-11.17,0,0
1173,5175.770409,279,-81.3,2.2,0.1,2.775532086,68.736,82.77884199,23.71,311.94,289.58,305.05,313.29,44.58,1193.87,1172.77,1217.35,1186.31,4.21,52.17,185.06,1585.3,14.35,18.43,66.97,3704,208.8,14.5,68.67,0.02,0.153170221,109.2,110.1,0.01,27.5,-3.41,-1.11,500,0.185035472,71,32.78,209.2,28.1,28.1,14,-626.81,-750,-692.9
15057,1920.651121,2,0.7,0.8,0.1,2.058675446,20.667,13.90870936,8.78,310.12,317.34,313,318.9,44.11,1139.56,1099.25,1095.45,1108.55,3.16,59.2,159.23,1074.4,18.48,20.14,0,1852,197.4,16.5,0,-0.02,0.019089012,116.2,114.3,0,24,2.88,0.99,500,0.13724503,0,38.62,206.6,28.1,28.1,15,-23.06,30,0
17534,10000,995,-94.7,0.4,0,0.135243911,104.47,19.04234474,2.71,299.36,297.93,296.65,296.78,34.58,1212.03,1236.41,1201.83,1215.82,7.58,69.77,166.81,2090.4,14.76,18.45,111.3,1852,0.5,19.5,104.47,0.03,0.001716907,116.2,114.3,-0.07,19.5,-2.14,1.96,500,0.009016261,109,33.21,354.6,28,28,17,-432.31,-420,-464.6
1427,10000,820,-57.3,2.1,0.1,2.542067354,67.189,100,23.4,347.34,328.68,334.67,352.08,27.49,1168.55,1178.88,1196.04,1182.68,3.04,48.5,185.07,1381.6,13.64,19.29,74.62,3704,348.4,14.5,66.46,0.02,0.169471157,109.2,110.1,-0.07,26.5,-2.01,-14.49,500,0.169471157,69,32.93,349.2,28.1,28.1,14,-377.95,-540,-547.2
1765,10000,991,-76.2,2,0.1,4.248237099,71.66,100,20.8,352.24,331.44,337.12,352.13,40.2,1195.03,1184.82,1225.02,1192.31,3.29,49.52,184.1,1467.2,13.24,18.43,80.22,3704,25.4,12,71.66,0.02,0.283215807,109.2,110.1,-0.06,26.2,-0.97,-2.69,500,0.283215807,75,31.67,21.2,28.1,28.1,14,-433.59,-660,-519.7
4494,2571.321324,241,70.8,2.1,0,3.693268671,72.01,100,58.2,331.51,334.52,307.68,365.88,6.9,1290.21,1287.35,1294.25,1292.84,15.32,66.85,147.22,2460.9,24,24,78.8,3704,217.2,25,72.01,0.02,0.246217911,110.1,109.4,-0.02,31.5,7.94,-3.8,29.04896794,0.246217911,75,48,215.9,28.1,28,18,420.89,540,374
1563,3123.16128,157,101.7,2.1,0.1,1.279261579,63.213,100,22.32,314.61,292.29,308.14,302.71,32.91,1259.61,1284.79,1282.89,1292.52,15.29,59.85,180.44,2400.1,13.4,17.89,63.62,3704,208.3,12.5,60.78,-0.01,0.085284105,109.2,110.1,-0.03,29.2,10.72,-1.93,500,0.085284105,63,31.29,207.4,28.1,28.1,14,530.19,1050,622
1559,2678.005513,116,90.5,2.2,0.1,5.303105088,64.914,48.15219504,22.49,311.69,289.2,305.61,300.86,30.9,1258.16,1279.41,1273.24,1289.06,15.42,59.7,180.65,2403.1,13.45,17.73,64.83,3704,205.9,12.5,63.21,-0.02,0.170237434,109.2,110.1,0,29.2,10.54,1.45,500,0.353540339,65,31.18,206.5,28.1,28.1,14,633.83,600,570.9
1467,10000,420,-96.5,2.2,0.1,2.263400585,65.782,100,25.73,322.33,300.75,314.58,326.48,46.66,1132.4,1179.06,1160.99,1158.66,2.81,48.23,185.53,1319.3,13.77,18.91,66.54,3704,227.6,14.5,64.45,0.02,0.150893372,109.2,110.1,0.04,27.2,-1.61,-13.48,500,0.150893372,67,32.68,231.9,28.1,28.1,14,-605.79,-450,-559.1
15418,10000,168,-51.8,0.5,0.1,1.564369991,64.088,8.975208915,4.72,287.83,289.44,284.72,288.3,35.69,1163.1,1185.84,1150.15,1167.36,6.91,67.84,165.46,1801.8,17.63,21.67,57.91,1852,129.1,19,62.03,-0.02,0.009360365,116.2,114.3,-0.03,22,0.24,1.66,500,0.104291333,64,39.3,130.5,28,28,16,-267.18,-150,-279.5
1829,10000,400,-99.7,1.9,0.1,5.462963466,67.651,100,26.04,314.27,289.2,305.42,315.24,40.15,1051.78,1082.25,1087.14,1091.93,2.06,46.28,183.99,1176.8,13.88,18.66,67.1,3704,210,12.5,67.12,0.02,0.364197564,109.2,110.1,0.01,27.5,-1.58,-2.67,500,0.364197564,69,32.54,209.8,28.1,28.1,14,-523.36,-840,-563
15405,10000,247,-80.2,0.5,0.1,3.187181057,64.718,58.56337753,5.38,292.71,294.05,288.67,293.16,23.54,1150.1,1164.45,1142.36,1165.9,3.37,63.22,165.9,1444.3,17.65,21.72,57.32,1852,136.7,19,62.93,0,0.124434725,116.2,114.3,-0.06,21.8,-0.75,-1.42,500,0.212478737,65,39.37,134.3,28.1,28,16,-391.89,-450,-409.4
17615,10000,784,-16.9,0.4,0,2.91644872,86.26,100,3.35,278.02,279.22,276.51,275.87,47.85,1204.38,1236.59,1188.74,1204.45,7.94,68.86,164.21,2011.6,14.74,17.11,93.54,1852,260.7,19,86.26,0.01,0.194429915,116.2,114.3,0.07,20,3.31,-7.76,500,0.194429915,90,31.85,263.6,28,28,17,-153.41,60,3.9
955,10000,686,57.2,2.2,0.1,-0.258836318,70.05,100,14.35,357.73,343.38,349.92,348.92,42.49,1264.81,1297.14,1292.46,1307.3,15.33,60.3,181.41,2408.8,14.37,18.63,73.54,3704,203.8,14,70.05,0.03,0.017255755,109.2,110.1,-0.01,28,4.35,-13.44,500,0.017255755,73,33,206,28.1,28.1,14,254.77,570,334.6
16797,10000,848,101.7,0.7,0,3.403672267,81.88,7.443489478,14.5,329.14,334.88,324.33,320.38,63.46,1241.69,1285.52,1222.06,1241.4,15.54,71.76,163.04,2431.2,16.54,17.08,88.62,1852,253.3,16.5,81.88,-0.01,0.016890132,116.2,114.3,-0.01,20.8,6.93,1.64,500,0.226911484,85,33.62,259.6,28,28,16,475.42,510,496.1
14266,3834.965384,159,-149.1,-0.1,0,4.768973203,67.812,100,36.33,252.51,260.97,256.34,288.84,556.23,522.8,1013.92,460.49,1016.72,1.7,50.61,171.17,990.3,9.94,11,71.07,40,213.9,8.5,67.35,0.03,0.317931547,110.3,110.3,-0.01,27.8,-3.52,-2.34,500,0.317931547,70,20.94,217.1,28.1,28,18,-919.15,-990,-748
1482,5030.233288,230,-99.9,2.2,0.1,3.214906071,64.466,21.70563372,25.53,313.79,291.32,307.95,316.85,29.35,1139.66,1160.6,1169.01,1151.52,4.35,52.08,185.11,1563.7,14.32,18.3,62.75,3704,207.2,14.5,62.57,-0.03,0.046521049,109.2,110.1,-0.08,27.5,-0.21,-1.2,500,0.214327071,65,32.62,209,28.1,28.1,14,-519.29,-390,-342.5
17544,10000,903,-92.2,0.4,0,-1.284385644,106.82,100,2.37,295.74,294.78,293.37,293.77,34.61,1211.21,1237.34,1202.73,1215.19,7.57,70.02,166.52,2101.4,14.3,18.97,111.63,1852,358,18.5,106.82,0,0.08562571,116.2,114.3,0.08,19.5,-1.92,0.46,500,0.08562571,111,33.27,355.8,28,28,16,-333.26,-120,-456.7
9236,10000,244,-59.7,0,0,2.481146079,88.62,100,31.9,274.15,275.41,279.21,306.05,22.01,1200.72,1194.85,1199.41,1178.71,7.14,60.57,183.47,1913.4,17.31,15.28,91.9,556,240.6,11.5,88.62,0.04,0.165409739,110.3,110.3,-0.01,29.8,-5.01,0.32,500,0.165409739,93,32.59,234.3,28.2,28.1,13,-468.18,-1170,-905.5
1831,10000,371,-106.4,2,0.1,5.996239592,66.328,100,26.17,312.41,287.12,303.77,313.29,43.36,1057.99,1092.23,1096.42,1101.35,3.35,50.45,183.9,1412.9,14.2,18.56,65.86,3704,208.1,13,65.23,0,0.399749306,109.2,110.1,0.07,27.5,0.1,-1.99,500,0.399749306,67,32.76,209.9,28.1,28.1,14,-570.41,-690,-539.4
